Time,StudentID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ReadingScore,WritingScore,PredictedMathScore,MathScore
34:43.7,9685,Male,3,Some High School,Standard,Not completed,62,64,70,66
36:00.9,16470,Male,1,Associates,Standard,Completed,60,55,62,63
37:18.1,19943,Female,2,High School,Standard,Not completed,73,72,62,80
38:35.2,4156,Female,2,Bachelors,Standard,Completed,96,100,91,97
39:52.4,20661,Female,5,Associates,Standard,Completed,84,83,78,82
41:09.6,24644,Male,1,Associates,Free or Reduced,Completed,53,54,55,59
42:26.8,17476,Male,5,Some High School,Standard,Completed,100,95,96,100
43:43.9,17612,Male,2,Some High School,Standard,Completed,80,76,84,86
45:01.1,16750,Female,1,Some College,Free or Reduced,Not completed,65,55,48,42
46:18.3,25972,Male,1,Associates,Free or Reduced,Not completed,56,55,57,57
47:35.5,27360,Male,3,Some College,Standard,Not completed,62,59,67,76
48:52.6,26772,Female,1,High School,Free or Reduced,Not completed,67,63,55,56
50:09.8,2497,Male,1,Some High School,Standard,Not completed,53,50,58,61
51:27.0,27125,Male,5,Masters,Standard,Not completed,74,75,85,90
52:44.2,17523,Female,0,Bachelors,Standard,Not completed,67,69,60,62
54:01.3,24934,Female,2,High School,Standard,Completed,98,96,87,86
55:18.5,26941,Female,1,High School,Free or Reduced,Not completed,69,66,56,67
56:35.7,21169,Male,1,Some High School,Free or Reduced,Not completed,59,53,60,64
57:52.9,3931,Female,3,High School,Standard,Not completed,66,62,54,71
59:10.0,17314,Female,3,Masters,Standard,Completed,75,77,67,68
00:27.2,11021,Female,3,High School,Free or Reduced,Not completed,40,36,32,29
01:44.4,18573,Female,0,High School,Standard,Completed,87,90,80,77
03:01.6,23373,Female,3,Some College,Standard,Not completed,60,60,52,60
04:18.7,28062,Male,2,Some High School,Free or Reduced,Completed,70,68,71,73
05:35.9,9406,Male,3,Some High School,Free or Reduced,Completed,68,74,71,67
06:53.1,9410,Female,3,Some College,Free or Reduced,Not completed,70,79,68,66
08:10.3,24786,Male,3,High School,Free or Reduced,Completed,75,73,73,72
09:27.4,13307,Male,3,Associates,Standard,Not completed,87,87,91,100
10:44.6,16919,Male,0,Some College,Standard,Not completed,38,37,45,43
12:01.8,6753,Female,5,Bachelors,Standard,Not completed,73,70,64,65
13:19.0,27473,Male,1,Some High School,Standard,Not completed,56,54,62,69
14:36.1,996,Male,2,High School,Free or Reduced,Not completed,55,55,56,62
15:53.3,14836,Male,1,Some College,Standard,Not completed,72,66,72,71
17:10.5,17813,Male,5,Some College,Free or Reduced,Completed,87,93,89,100
18:27.7,6857,Male,3,Associates,Free or Reduced,Not completed,33,32,41,40
19:44.8,5512,Male,2,Some High School,Free or Reduced,Not completed,46,46,52,54
21:02.0,7109,Male,1,High School,Standard,Completed,95,95,94,98
22:19.2,10654,Female,2,Masters,Standard,Not completed,78,79,69,68
23:36.4,7594,Male,3,Some High School,Standard,Completed,72,69,76,68
24:53.5,23896,Female,5,Associates,Standard,Not completed,100,97,89,97
26:10.7,22064,Male,1,Associates,Standard,Not completed,51,49,56,60
27:27.9,14813,Male,2,Masters,Standard,Not completed,86,84,89,93
28:45.1,423,Female,0,Some High School,Standard,Completed,85,80,72,59
30:02.2,24639,Male,2,Some High School,Standard,Not completed,67,67,73,69
31:19.4,16435,Male,3,Some High School,Standard,Not completed,70,66,73,68
32:36.6,17218,Male,2,Associates,Standard,Not completed,68,59,70,65
33:53.7,9309,Female,1,Some College,Free or Reduced,Not completed,70,62,54,52
35:10.9,11567,Male,1,Some College,Standard,Not completed,64,67,71,81
36:28.1,7487,Male,3,High School,Standard,Not completed,67,63,71,67
37:45.3,29374,Male,2,High School,Free or Reduced,Not completed,83,70,81,82
39:02.4,5081,Male,3,Masters,Standard,Completed,99,99,96,99
40:19.6,16638,Female,2,Some High School,Standard,Not completed,53,53,45,53
41:36.8,12617,Female,5,Some College,Standard,Not completed,69,66,62,66
42:54.0,2383,Female,3,High School,Standard,Completed,61,69,59,45
44:11.1,13381,Female,5,Some College,Standard,Completed,96,98,90,88
45:28.3,17892,Female,2,Some College,Standard,Completed,66,63,57,58
46:45.5,19434,Female,2,Associates,Free or Reduced,Not completed,59,61,50,50
48:02.7,5570,Female,2,Associates,Standard,Completed,75,74,65,56
49:19.8,19961,Female,3,High School,Free or Reduced,Not completed,75,71,60,64
50:37.0,2842,Female,0,Associates,Standard,Not completed,70,73,66,65
51:54.2,26555,Male,3,Some College,Standard,Not completed,80,81,84,83
53:11.4,29437,Female,1,High School,Standard,Not completed,44,42,36,37
54:28.5,5657,Female,1,Some High School,Free or Reduced,Not completed,82,76,70,61
55:45.7,20268,Female,3,High School,Standard,Not completed,68,68,60,64
57:02.9,491,Female,2,Associates,Standard,Not completed,64,70,59,64
58:20.1,6091,Female,0,High School,Standard,Completed,99,89,80,87
59:37.2,22182,Female,2,Some High School,Free or Reduced,Not completed,69,69,58,54
00:54.4,9526,Male,3,Associates,Free or Reduced,Completed,91,86,88,80
02:11.6,20545,Female,3,Associates,Standard,Not completed,73,76,69,57
03:28.8,17998,Female,3,High School,Free or Reduced,Not completed,55,51,44,43
04:45.9,25829,Female,3,Associates,Free or Reduced,Completed,93,94,85,81
06:03.1,24589,Male,3,Masters,Standard,Not completed,88,90,91,95
07:20.3,22767,Female,2,Associates,Standard,Not completed,69,77,68,71
08:37.5,2943,Male,2,Some College,Standard,Completed,84,86,90,89
09:54.6,23484,Male,2,Some High School,Standard,Not completed,42,42,49,52
11:11.8,8895,Male,1,High School,Free or Reduced,Not completed,70,66,71,71
12:29.0,15773,Female,5,Some College,Standard,Completed,81,85,78,70
13:46.2,9296,Female,3,High School,Standard,Not completed,76,67,61,66
15:03.3,30191,Male,2,Associates,Free or Reduced,Completed,68,65,70,70
16:20.5,7781,Male,5,Some College,Free or Reduced,Not completed,73,69,75,73
17:37.7,24331,Female,1,High School,Standard,Not completed,71,68,59,62
18:54.9,1710,Female,3,Bachelors,Standard,Completed,90,93,81,84
20:12.0,2874,Male,3,Some High School,Free or Reduced,Completed,75,72,72,82
21:29.2,14264,Female,2,Some College,Free or Reduced,Not completed,52,49,44,34
22:46.4,14959,Male,5,Associates,Standard,Not completed,78,76,87,86
24:03.6,10949,Male,1,Associates,Standard,Not completed,90,89,92,93
25:20.7,6482,Male,2,Associates,Standard,Not completed,79,75,83,84
26:37.9,28719,Male,5,High School,Standard,Completed,92,98,95,93
27:55.1,24290,Male,2,Some High School,Standard,Completed,66,72,73,75
29:12.3,22959,Male,5,Masters,Standard,Not completed,94,92,94,100
30:29.4,17837,Female,3,Bachelors,Standard,Not completed,87,90,80,83
31:46.6,9723,Male,3,High School,Standard,Not completed,78,75,80,81
33:03.8,13593,Female,3,Associates,Standard,Completed,93,95,85,84
34:21.0,3096,Female,1,Some College,Standard,Completed,72,81,67,75
35:38.1,13114,Male,3,Some College,Standard,Not completed,68,69,75,74
36:55.3,22898,Male,3,Some College,Standard,Completed,77,72,79,77
38:12.5,13706,Male,0,Some College,Standard,Not completed,57,52,60,57
39:29.7,3769,Female,2,Bachelors,Free or Reduced,Completed,81,76,70,62
40:46.8,29706,Male,3,High School,Free or Reduced,Not completed,55,50,55,51
42:04.0,1255,Male,5,Some High School,Free or Reduced,Not completed,62,61,68,76
43:21.2,928,Male,5,Associates,Free or Reduced,Completed,43,44,49,46
44:38.4,20761,Female,2,Some High School,Free or Reduced,Not completed,63,60,50,54
45:55.5,22650,Male,5,Some High School,Standard,Not completed,88,83,92,94
47:12.7,25670,Female,5,Some High School,Free or Reduced,Not completed,69,62,57,52
48:29.9,17708,Female,2,Some High School,Standard,Completed,62,62,52,49
49:47.1,762,Male,3,Some High School,Standard,Completed,81,86,85,78
51:04.2,3318,Female,1,Some College,Standard,Completed,75,78,67,61
52:21.4,13553,Female,1,Some College,Free or Reduced,Not completed,76,77,68,74
53:38.6,11257,Female,2,Associates,Standard,Not completed,67,70,60,59
54:55.8,14759,Male,3,Some High School,Free or Reduced,Completed,56,54,56,44
56:12.9,29319,Female,2,Bachelors,Standard,Completed,85,84,75,72
57:30.1,8819,Female,1,Masters,Free or Reduced,Not completed,73,79,68,72
58:47.3,10624,Female,3,Bachelors,Free or Reduced,Completed,92,98,86,92
00:04.5,210,Male,3,Some High School,Free or Reduced,Completed,79,79,77,80
01:21.6,2041,Male,1,Masters,Free or Reduced,Not completed,73,72,72,76
02:38.8,13967,Female,2,Bachelors,Free or Reduced,Completed,57,61,48,43
03:56.0,25534,Male,3,Bachelors,Standard,Not completed,73,76,77,79
05:13.2,27438,Male,1,Some High School,Standard,Not completed,70,66,73,70
06:30.3,3946,Female,2,Bachelors,Free or Reduced,Not completed,63,65,54,57
07:47.5,16067,Male,2,Associates,Free or Reduced,Not completed,64,62,68,59
09:04.7,2856,Male,1,Associates,Standard,Not completed,59,59,66,68
10:21.8,1090,Male,0,Some College,Free or Reduced,Not completed,68,65,68,66
11:39.0,26233,Male,0,Bachelors,Standard,Not completed,64,64,70,64
12:56.2,8079,Male,2,Some High School,Standard,Not completed,34,41,48,53
14:13.4,2893,Male,2,Some High School,Standard,Not completed,65,65,71,78
15:30.5,19521,Female,1,Bachelors,Standard,Not completed,69,64,59,63
16:47.7,3031,Male,2,Some College,Free or Reduced,Completed,87,86,86,84
18:04.9,12348,Female,3,Bachelors,Free or Reduced,Not completed,63,64,55,50
19:22.1,13212,Male,5,High School,Standard,Not completed,68,63,74,79
20:39.2,15267,Female,2,Associates,Standard,Not completed,83,82,72,77
21:56.4,26423,Female,0,Associates,Free or Reduced,Not completed,72,79,68,63
23:13.6,22819,Male,3,Associates,Standard,Completed,75,72,78,70
24:30.8,14812,Male,5,Associates,Free or Reduced,Not completed,81,72,84,91
25:47.9,14476,Male,1,Some College,Free or Reduced,Not completed,77,65,71,68
27:05.1,8477,Female,2,Some High School,Standard,Not completed,66,65,58,60
28:22.3,21841,Female,2,Bachelors,Standard,Completed,43,48,39,38
29:39.5,23283,Female,3,Bachelors,Free or Reduced,Not completed,83,89,76,83
30:56.6,4984,Female,5,Associates,Free or Reduced,Completed,65,64,56,59
32:13.8,6865,Male,5,Associates,Standard,Not completed,77,81,87,90
33:31.0,17925,Male,5,Some High School,Standard,Not completed,68,61,73,85
34:48.2,13744,Female,1,High School,Standard,Not completed,85,80,72,72
36:05.3,9668,Female,2,High School,Standard,Completed,93,97,85,88
37:22.5,25685,Female,2,High School,Free or Reduced,Completed,85,85,75,75
38:39.7,16355,Female,3,Bachelors,Standard,Completed,78,79,68,63
39:56.9,3068,Female,2,Some High School,Free or Reduced,Not completed,45,47,40,27
41:14.0,8351,Female,3,Associates,Standard,Completed,63,68,58,60
42:31.2,8602,Male,3,Some High School,Free or Reduced,Completed,57,59,61,58
43:48.4,733,Male,3,Some High School,Standard,Not completed,47,44,52,55
45:05.6,16137,Female,3,Associates,Standard,Not completed,60,61,53,52
46:22.7,4410,Male,2,Associates,Standard,Not completed,71,66,73,71
47:39.9,17997,Male,1,Some College,Standard,Completed,69,73,75,78
48:57.1,15283,Male,2,Some High School,Standard,Completed,77,81,80,78
50:14.3,5746,Female,2,Bachelors,Free or Reduced,Not completed,73,74,67,68
51:31.4,10580,Female,3,Associates,Standard,Not completed,91,83,74,73
52:48.6,10755,Male,0,Bachelors,Standard,Not completed,62,68,70,74
54:05.8,1837,Female,1,Some High School,Standard,Completed,44,46,39,33
55:23.0,4867,Male,3,Some High School,Free or Reduced,Not completed,60,53,61,64
56:40.1,27011,Male,2,Associates,Free or Reduced,Not completed,58,57,59,70
57:57.3,3383,Female,5,Associates,Standard,Completed,56,58,51,53
59:14.5,13902,Male,0,Some College,Standard,Not completed,51,43,53,47
00:31.7,23813,Male,1,Masters,Standard,Not completed,71,74,76,76
01:48.8,19042,Male,3,Associates,Free or Reduced,Not completed,77,76,74,84
03:06.0,14611,Male,1,Associates,Standard,Not completed,62,59,67,63
04:23.2,3193,Male,3,High School,Standard,Not completed,77,80,80,91
05:40.4,11096,Female,1,Bachelors,Free or Reduced,Not completed,79,79,71,64
06:57.5,2240,Female,3,Associates,Standard,Not completed,98,94,88,81
08:14.7,29367,Male,1,Some High School,Free or Reduced,Completed,82,81,78,74
09:31.9,96,Male,1,Some High School,Standard,Completed,66,62,69,65
10:49.1,8028,Male,3,Some High School,Standard,Not completed,71,74,76,85
12:06.2,22304,Female,0,High School,Standard,Completed,63,60,52,52
13:23.4,21039,Male,2,Associates,Standard,Completed,97,96,95,99
14:40.6,16519,Female,2,Some High School,Standard,Not completed,63,53,49,42
15:57.8,27019,Female,1,High School,Free or Reduced,Completed,41,44,38,31
17:14.9,30422,Female,3,Bachelors,Standard,Not completed,72,73,67,58
18:32.1,6157,Male,0,Some College,Free or Reduced,Completed,64,58,62,53
19:49.3,24115,Male,3,Some College,Free or Reduced,Completed,63,58,60,57
21:06.5,2676,Female,2,Some High School,Standard,Completed,70,74,64,53
22:23.6,14867,Female,3,Bachelors,Free or Reduced,Not completed,86,88,75,76
23:40.8,8688,Female,2,Some High School,Standard,Completed,84,95,82,76
24:58.0,29059,Female,0,Bachelors,Standard,Not completed,97,92,86,83
26:15.2,21842,Male,2,Associates,Free or Reduced,Not completed,49,46,54,45
27:32.3,2884,Male,5,Associates,Standard,Not completed,50,48,57,62
28:49.5,12609,Male,3,Bachelors,Standard,Not completed,86,92,91,98
30:06.7,4303,Male,2,Bachelors,Free or Reduced,Not completed,51,45,54,50
31:23.9,16024,Male,2,Some High School,Standard,Not completed,76,73,79,83
32:41.0,27794,Female,1,High School,Standard,Not completed,72,66,60,68
33:58.2,29650,Male,5,Associates,Standard,Not completed,68,64,74,78
35:15.4,12560,Female,2,Associates,Standard,Not completed,81,73,68,63
36:32.6,7842,Male,3,Masters,Free or Reduced,Completed,67,67,70,60
37:49.7,6529,Male,2,Some High School,Standard,Completed,50,50,56,55
39:06.9,27583,Male,2,Some College,Standard,Not completed,56,48,57,64
40:24.1,11783,Male,0,Associates,Standard,Not completed,67,69,74,71
41:41.3,25806,Female,2,Some College,Standard,Not completed,67,67,59,56
42:58.4,24531,Female,3,High School,Standard,Completed,91,90,80,78
44:15.6,23114,Female,2,Some High School,Standard,Not completed,71,67,60,58
45:32.8,15547,Male,0,High School,Standard,Not completed,67,61,69,66
46:49.9,10697,Female,1,Bachelors,Standard,Completed,82,86,75,69
48:07.1,11029,Female,3,Associates,Free or Reduced,Not completed,50,57,46,48
49:24.3,16841,Male,0,Masters,Standard,Not completed,61,58,62,57
50:41.5,13826,Male,2,Some High School,Standard,Not completed,40,43,50,52
51:58.6,1109,Female,2,Some High School,Free or Reduced,Not completed,77,75,67,58
53:15.8,21250,Male,2,Bachelors,Free or Reduced,Not completed,66,60,66,69
54:33.0,30600,Male,2,Some College,Standard,Not completed,60,57,63,73
55:50.2,4932,Male,5,Bachelors,Free or Reduced,Not completed,55,53,56,72
57:07.3,11762,Female,1,Bachelors,Standard,Completed,100,97,88,84
58:24.5,19382,Male,2,Associates,Free or Reduced,Not completed,62,58,61,64
59:41.7,12136,Male,3,Associates,Standard,Not completed,76,79,79,91
00:58.9,24998,Male,1,Some College,Free or Reduced,Completed,58,64,64,61
02:16.0,30475,Female,2,Masters,Free or Reduced,Not completed,78,76,68,62
03:33.2,11436,Male,2,High School,Standard,Not completed,83,74,85,70
04:50.4,26688,Female,1,Bachelors,Standard,Not completed,54,57,47,59
06:07.6,9073,Female,2,Some College,Standard,Not completed,49,44,39,28
07:24.7,23744,Male,0,Bachelors,Free or Reduced,Completed,56,54,56,50
08:41.9,15394,Female,0,Bachelors,Standard,Not completed,83,78,72,70
09:59.1,26995,Male,2,High School,Standard,Not completed,53,48,56,68
11:16.3,20684,Female,1,Masters,Free or Reduced,Not completed,69,67,57,69
12:33.4,12659,Female,3,Some College,Standard,Not completed,75,78,69,75
13:50.6,2222,Female,2,Some College,Standard,Completed,65,70,59,62
15:07.8,28906,Female,3,Bachelors,Standard,Completed,64,63,57,58
16:25.0,18783,Female,2,Associates,Standard,Not completed,94,97,86,84
17:42.1,24074,Male,1,Bachelors,Free or Reduced,Not completed,61,56,61,63
18:59.3,4229,Female,3,Masters,Standard,Completed,50,54,42,46
20:16.5,9237,Female,2,High School,Standard,Not completed,71,62,58,58
21:33.7,13185,Female,5,Some High School,Standard,Completed,63,62,54,52
22:50.8,30626,Male,3,High School,Free or Reduced,Not completed,62,61,66,69
24:08.0,15079,Female,1,Associates,Free or Reduced,Completed,43,48,39,32
25:25.2,28200,Female,2,High School,Free or Reduced,Not completed,80,75,69,57
26:42.4,9366,Male,5,Some College,Standard,Not completed,67,66,75,74
27:59.5,4672,Male,1,Masters,Free or Reduced,Not completed,72,67,70,75
29:16.7,5096,Female,3,Associates,Free or Reduced,Completed,59,64,54,57
30:33.9,30538,Female,1,Some High School,Standard,Completed,96,93,86,83
31:51.1,6672,Male,2,High School,Standard,Not completed,82,77,85,75
33:08.2,28342,Female,0,Some High School,Free or Reduced,Not completed,43,42,35,34
34:25.4,16258,Male,1,Some High School,Standard,Completed,65,57,65,60
35:42.6,23457,Female,3,Bachelors,Standard,Not completed,78,85,74,76
36:59.8,26925,Male,1,Associates,Standard,Completed,54,60,64,57
38:16.9,13815,Female,5,Some High School,Standard,Not completed,82,74,74,84
39:34.1,21581,Female,1,High School,Standard,Not completed,72,66,60,59
40:51.3,12584,Male,2,High School,Standard,Completed,67,61,69,71
42:08.5,1684,Male,3,Associates,Standard,Not completed,89,85,92,92
43:25.6,19852,Female,1,Some College,Standard,Completed,79,84,73,67
44:42.8,9791,Male,2,Associates,Free or Reduced,Completed,86,89,86,84
46:00.0,26165,Female,3,Associates,Free or Reduced,Completed,65,69,58,56
47:17.2,20014,Male,3,Some High School,Standard,Not completed,44,44,51,53
48:34.3,22568,Male,3,Associates,Standard,Not completed,68,72,75,71
49:51.5,24508,Male,5,Associates,Standard,Not completed,88,84,92,93
51:08.7,6081,Male,5,Some College,Standard,Not completed,82,79,89,88
52:25.9,16272,Male,1,Some College,Free or Reduced,Not completed,53,43,52,45
53:43.0,28799,Male,2,Some High School,Standard,Not completed,76,75,79,85
55:00.2,15045,Female,3,Bachelors,Standard,Not completed,70,64,60,59
56:17.4,20816,Female,2,Bachelors,Standard,Completed,78,86,71,75
57:34.6,19240,Female,1,High School,Free or Reduced,Completed,64,68,55,52
58:51.7,28011,Female,2,Associates,Standard,Not completed,65,69,60,61
00:08.9,15071,Male,2,High School,Standard,Completed,67,64,71,62
01:26.1,5325,Female,2,Some High School,Free or Reduced,Not completed,69,65,56,54
02:43.3,27483,Male,2,Associates,Free or Reduced,Not completed,17,16,30,16
04:00.4,6933,Female,1,Some High School,Standard,Not completed,66,57,53,58
05:17.6,22777,Male,2,Some High School,Free or Reduced,Completed,63,66,69,65
06:34.8,26470,Female,2,Some College,Standard,Not completed,63,64,57,62
07:52.0,19140,Female,5,Associates,Standard,Not completed,62,58,54,50
09:09.1,12507,Female,5,Some College,Standard,Not completed,78,78,72,77
10:26.3,4209,Male,3,High School,Free or Reduced,Completed,79,83,80,77
11:43.5,4596,Male,3,Associates,Free or Reduced,Not completed,47,41,48,53
13:00.7,3929,Male,5,Associates,Free or Reduced,Completed,69,69,75,76
14:17.8,3706,Female,2,Some College,Standard,Not completed,56,54,48,44
15:35.0,13387,Male,2,Some College,Standard,Not completed,80,75,84,90
16:52.2,21703,Male,5,Some High School,Standard,Not completed,88,88,92,90
18:09.3,18266,Female,3,Some College,Standard,Not completed,80,78,72,60
19:26.5,21280,Female,2,Some High School,Standard,Completed,85,82,72,69
20:43.7,5671,Male,3,High School,Standard,Not completed,72,71,76,80
22:00.9,10690,Female,2,High School,Standard,Not completed,55,56,47,63
23:18.0,20263,Female,1,Some High School,Standard,Not completed,70,71,61,65
24:35.2,19489,Female,1,Masters,Standard,Not completed,64,61,52,51
25:52.4,4972,Male,2,Some High School,Standard,Not completed,59,54,63,58
27:09.6,18669,Female,3,High School,Standard,Not completed,77,78,69,69
28:26.7,21388,Female,3,Masters,Standard,Not completed,43,47,39,51
29:43.9,4037,Female,3,Associates,Standard,Not completed,86,84,75,84
31:01.1,14224,Female,2,Associates,Standard,Completed,83,85,75,70
32:18.3,12209,Female,2,Bachelors,Free or Reduced,Not completed,85,83,73,71
33:35.4,29043,Male,1,Associates,Standard,Not completed,63,61,68,69
34:52.6,16632,Female,2,Some College,Standard,Not completed,94,92,85,83
36:09.8,19269,Male,2,Some College,Free or Reduced,Not completed,81,75,78,78
37:27.0,10628,Female,5,Some College,Standard,Completed,73,74,68,60
38:44.1,5553,Female,1,Some High School,Standard,Completed,84,90,80,71
40:01.3,27838,Female,2,Some College,Standard,Not completed,70,75,67,66
41:18.5,18548,Female,3,Some High School,Standard,Not completed,83,76,70,75
42:35.7,13433,Male,2,Associates,Standard,Completed,50,51,57,50
43:52.8,8761,Male,3,Some College,Free or Reduced,Completed,83,89,86,92
45:10.0,6206,Male,2,Associates,Free or Reduced,Completed,55,50,53,52
46:27.2,28572,Male,3,Some High School,Standard,Not completed,62,58,64,63
47:44.4,10405,Female,3,Some High School,Free or Reduced,Not completed,74,67,59,59
49:01.5,17243,Male,2,Some High School,Standard,Not completed,27,16,27,25
50:18.7,17984,Female,1,Some College,Free or Reduced,Completed,76,77,67,60
51:35.9,28055,Male,2,Masters,Standard,Completed,62,58,61,60
52:53.1,9390,Female,1,Some High School,Standard,Not completed,86,78,72,66
54:10.2,24469,Male,2,Some High School,Standard,Completed,59,58,62,71
55:27.4,28421,Female,2,Some College,Standard,Not completed,69,68,60,65
56:44.6,14145,Female,3,Associates,Standard,Not completed,72,71,62,61
58:01.8,27724,Male,1,Some High School,Free or Reduced,Completed,60,57,60,52
59:18.9,20410,Male,5,Bachelors,Standard,Completed,65,69,79,68
00:36.1,7456,Male,1,High School,Standard,Not completed,60,59,67,60
01:53.3,26537,Female,5,High School,Standard,Not completed,71,68,63,72
03:10.5,29008,Male,3,Some High School,Free or Reduced,Completed,50,55,55,47
04:27.6,9192,Male,5,Some College,Standard,Not completed,68,63,73,80
05:44.8,26458,Female,3,Some College,Standard,Not completed,81,80,72,74
07:02.0,2541,Female,2,High School,Free or Reduced,Not completed,41,44,39,30
08:19.2,821,Female,3,Bachelors,Free or Reduced,Not completed,90,93,82,78
09:36.3,9573,Female,5,Associates,Standard,Not completed,71,71,64,71
10:53.5,14197,Male,3,Some College,Standard,Completed,87,90,90,100
12:10.7,17639,Male,2,Associates,Standard,Not completed,64,61,69,59
13:27.9,4679,Male,0,Some High School,Standard,Not completed,78,74,80,81
14:45.0,1023,Female,2,Masters,Standard,Not completed,80,81,72,72
16:02.2,23577,Female,2,Some High School,Free or Reduced,Not completed,63,58,49,42
17:19.4,18637,Female,0,Associates,Standard,Not completed,68,65,60,60
18:36.6,22283,Male,5,Associates,Free or Reduced,Completed,87,82,87,87
19:53.7,19676,Male,0,Some College,Standard,Completed,75,83,78,78
21:10.9,21347,Female,2,Associates,Standard,Completed,90,90,80,82
22:28.1,4058,Male,5,Bachelors,Standard,Not completed,94,90,93,100
23:45.3,6425,Female,5,High School,Standard,Not completed,76,82,74,75
25:02.4,16434,Female,5,Bachelors,Standard,Not completed,70,70,64,79
26:19.6,12137,Male,3,High School,Standard,Completed,50,47,54,40
27:36.8,26902,Female,3,Associates,Standard,Not completed,55,62,49,50
28:54.0,14582,Female,0,Some High School,Free or Reduced,Completed,39,42,35,28
30:11.1,14952,Female,3,Some High School,Standard,Completed,67,65,58,53
31:28.3,29730,Female,3,Some High School,Standard,Completed,79,83,72,83
32:45.5,3643,Male,2,Associates,Standard,Not completed,90,84,92,88
34:02.7,29191,Male,3,Some High School,Free or Reduced,Not completed,62,64,68,56
35:19.8,26102,Female,3,High School,Standard,Not completed,90,94,83,80
36:37.0,12687,Female,2,Some High School,Standard,Not completed,41,44,39,48
37:54.2,14649,Male,1,Associates,Free or Reduced,Not completed,37,37,42,38
39:11.4,20844,Female,0,Some College,Free or Reduced,Completed,76,73,65,58
40:28.5,23308,Male,3,Some High School,Standard,Not completed,45,43,51,59
41:45.7,24863,Female,2,Some High School,Standard,Not completed,66,69,60,57
43:02.9,8540,Male,3,Some High School,Free or Reduced,Not completed,66,65,70,70
44:20.1,8151,Female,1,Associates,Free or Reduced,Not completed,73,70,59,62
45:37.2,27578,Male,0,High School,Free or Reduced,Not completed,49,44,53,44
46:54.4,13099,Male,3,Some College,Free or Reduced,Not completed,70,66,70,65
48:11.6,25081,Male,3,Some College,Free or Reduced,Not completed,50,43,52,51
49:28.8,8886,Male,1,Associates,Free or Reduced,Not completed,60,56,61,60
50:45.9,22661,Female,3,Bachelors,Standard,Completed,86,90,80,79
52:03.1,29010,Male,1,Some High School,Standard,Not completed,65,58,65,69
53:20.3,28970,Female,0,Some High School,Standard,Not completed,69,64,60,63
54:37.4,13251,Female,3,Some High School,Standard,Completed,71,74,64,67
55:54.6,457,Male,3,Associates,Free or Reduced,Not completed,54,48,55,53
57:11.8,11504,Female,3,Some College,Standard,Completed,66,72,60,58
58:29.0,4070,Female,3,High School,Standard,Not completed,63,66,58,54
59:46.1,13792,Female,2,High School,Standard,Completed,99,97,88,89
01:03.3,29660,Male,2,Some College,Standard,Completed,69,67,71,70
02:20.5,27142,Male,1,Associates,Free or Reduced,Not completed,44,49,52,50
03:37.7,9222,Female,1,Some High School,Free or Reduced,Not completed,48,46,40,39
04:54.8,9733,Male,5,Bachelors,Free or Reduced,Completed,76,71,77,74
06:12.0,19395,Female,5,Some College,Free or Reduced,Completed,81,86,78,81
07:29.2,5711,Female,1,Some College,Standard,Completed,58,64,54,55
08:46.4,10493,Female,3,Associates,Free or Reduced,Not completed,90,86,75,80
